"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.43.56","52.112.89.131","UDP","158","50037  >  3480 Len=116"
"2","0.064301","52.114.49.140","192.168.43.56","STUN","195","Allocate Success Response lifetime: 60 MAPPED-ADDRESS: 52.114.49.140:3480 XOR-MAPPED-ADDRESS: 49.35.218.94:50037[Malformed Packet]"
"3","0.064301","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"4","0.064594","52.112.89.131","192.168.43.56","UDP","129","3481  >  50057 Len=87"
"5","0.064594","52.112.89.131","192.168.43.56","UDP","81","3479  >  50001 Len=39"
"6","0.064594","52.112.89.131","192.168.43.56","UDP","1257","3479  >  50001 Len=1215"
"7","0.104031","192.168.43.56","52.112.89.131","UDP","158","50049  >  3481 Len=116"
"8","0.109749","192.168.43.56","52.112.89.131","UDP","158","50057  >  3481 Len=116"
"9","0.223848","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"10","0.233420","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50037"
"11","0.302501","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50057"
"12","0.307399","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50049"
"13","0.454674","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2404:6800:4009:80c::2004","ICMPv6","94","Echo (ping) request id=0x0001, seq=68, hop limit=128 (reply in 15)"
"14","0.460179","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"15","0.533773","2404:6800:4009:80c::2004","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","ICMPv6","94","Echo (ping) reply id=0x0001, seq=68, hop limit=117 (request in 13)"
"16","0.565246","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"17","0.582042","192.168.43.56","52.112.89.131","UDP","158","50001  >  3479 Len=116"
"18","0.869712","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"19","0.942381","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50001"
"20","1.275607","192.168.43.56","52.112.89.131","UDP","158","50037  >  3480 Len=116"
"21","1.309120","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"22","1.326635","192.168.43.56","52.112.89.131","UDP","158","50049  >  3481 Len=116"
"23","1.326904","192.168.43.56","52.112.89.131","UDP","158","50057  >  3481 Len=116"
"24","1.343948","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"25","1.452774","192.168.43.56","52.112.89.131","UDP","141","50057  >  3481 Len=99"
"26","1.475708","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2404:6800:4009:80c::2004","ICMPv6","94","Echo (ping) request id=0x0001, seq=69, hop limit=128 (reply in 30)"
"27","1.504644","52.112.89.131","192.168.43.56","UDP","141","3481  >  50049 Len=99"
"28","1.507851","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"29","1.532431","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50037"
"30","1.539649","2404:6800:4009:80c::2004","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","ICMPv6","94","Echo (ping) reply id=0x0001, seq=69, hop limit=117 (request in 26)"
"31","1.594753","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50057"
"32","1.594753","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50049"
"33","1.767152","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"34","1.820900","192.168.43.56","52.112.89.131","UDP","177","50001  >  3479 Len=135"
"35","1.860238","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"36","1.916320","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"37","1.964521","192.168.43.56","52.112.89.131","UDP","158","50001  >  3479 Len=116"
"38","2.368472","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"39","2.379953","52.112.89.131","192.168.43.56","UDP","129","3481  >  50057 Len=87"
"40","2.379953","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50001"
"41","2.380171","52.112.89.131","192.168.43.56","UDP","141","3480  >  50037 Len=99"
"42","2.393082","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"43","2.507955","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"44","2.594638","192.168.43.56","52.112.89.131","UDP","158","50037  >  3480 Len=116"
"45","2.699024","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"46","2.700530","192.168.43.56","52.112.89.131","UDP","158","50049  >  3481 Len=116"
"47","2.700841","192.168.43.56","52.112.89.131","UDP","158","50057  >  3481 Len=116"
"48","2.733827","192.168.43.56","52.112.89.131","UDP","141","50049  >  3481 Len=99"
"49","2.817572","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50037"
"50","2.838750","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"51","2.915279","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50057"
"52","2.915279","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50049"
"53","3.093511","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"54","3.438471","192.168.43.56","52.112.89.131","UDP","158","50001  >  3479 Len=116"
"55","3.467392","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"56","3.505291","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"57","3.611388","192.168.43.56","52.112.89.131","UDP","93","50057  >  3481 Len=51"
"58","3.611513","192.168.43.56","52.112.89.131","UDP","1269","50057  >  3481 Len=1227"
"59","3.611578","192.168.43.56","52.112.89.131","UDP","1269","50057  >  3481 Len=1227"
"60","3.639187","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"61","3.746785","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=1 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"62","3.746785","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=1371 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"63","3.747047","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","74","49503  >  443 [ACK] Seq=1 Ack=2741 Win=256 Len=0"
"64","3.747149","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=2741 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"65","3.752372","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=4111 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"66","3.752456","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","74","49503  >  443 [ACK] Seq=1 Ack=5481 Win=256 Len=0"
"67","3.762260","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=5481 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"68","3.775586","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=6851 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"69","3.775687","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","74","49503  >  443 [ACK] Seq=1 Ack=8221 Win=256 Len=0"
"70","3.787186","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=8221 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"71","3.790530","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=9591 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"72","3.790629","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","74","49503  >  443 [ACK] Seq=1 Ack=10961 Win=256 Len=0"
"73","3.856822","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","[TCP Previous segment not captured] 443  >  49503 [ACK] Seq=13701 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"74","3.856924","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","86","[TCP Dup ACK 72#1] 49503  >  443 [ACK] Seq=1 Ack=10961 Win=256 Len=0 SLE=13701 SRE=15071"
"75","3.894274","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=15071 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"76","3.894447","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","86","[TCP Dup ACK 72#2] 49503  >  443 [ACK] Seq=1 Ack=10961 Win=256 Len=0 SLE=13701 SRE=16441"
"77","3.898179","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=16441 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"78","3.898354","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","86","[TCP Dup ACK 72#3] 49503  >  443 [ACK] Seq=1 Ack=10961 Win=256 Len=0 SLE=13701 SRE=17811"
"79","3.912113","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=17811 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"80","3.912292","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","86","[TCP Dup ACK 72#4] 49503  >  443 [ACK] Seq=1 Ack=10961 Win=256 Len=0 SLE=13701 SRE=19181"
"81","3.916539","192.168.43.56","52.112.89.131","UDP","158","50037  >  3480 Len=116"
"82","3.953562","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50001"
"83","3.953562","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"84","3.967103","192.168.43.56","52.112.89.131","UDP","158","50049  >  3481 Len=116"
"85","3.967424","192.168.43.56","52.112.89.131","UDP","158","50057  >  3481 Len=116"
"86","4.018850","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","[TCP Retransmission] 443  >  49503 [ACK] Seq=10961 Ack=1 Win=2049 Len=1370"
"87","4.019085","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","86","49503  >  443 [ACK] Seq=1 Ack=12331 Win=256 Len=0 SLE=13701 SRE=19181"
"88","4.021273","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","[TCP Retransmission] 443  >  49503 [ACK] Seq=12331 Ack=1 Win=2049 Len=1370"
"89","4.021416","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","74","49503  >  443 [ACK] Seq=1 Ack=19181 Win=256 Len=0"
"90","4.066499","52.112.89.131","192.168.43.56","UDP","141","3481  >  50049 Len=99"
"91","4.134438","52.112.89.131","192.168.43.56","UDP","81","3479  >  50001 Len=39"
"92","4.138248","52.112.89.131","192.168.43.56","UDP","1257","3479  >  50001 Len=1215"
"93","4.222018","vivoMobi_56:f7:dd","AzureWav_8b:92:eb","ARP","42","Who has 192.168.43.56? Tell 192.168.43.1"
"94","4.222058","AzureWav_8b:92:eb","vivoMobi_56:f7:dd","ARP","42","192.168.43.56 is at d8:c0:a6:8b:92:eb"
"95","4.226643","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50057"
"96","4.226643","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50049"
"97","4.230222","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50037"
"98","4.259722","192.168.43.56","52.112.89.131","UDP","177","50001  >  3479 Len=135"
"99","4.383246","192.168.43.56","52.112.89.131","UDP","141","50057  >  3481 Len=99"
"100","4.460418","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=19181 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"101","4.507194","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","74","49503  >  443 [ACK] Seq=1 Ack=20551 Win=256 Len=0"
"102","4.614709","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","1444","443  >  49503 [ACK] Seq=20551 Ack=1 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"103","4.619669","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TLSv1.2","817","Application Data"
"104","4.619780","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TCP","74","49503  >  443 [ACK] Seq=1 Ack=22664 Win=256 Len=0"
"105","4.633676","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2a01:111:f100:7000::6fdd:50c4","TLSv1.2","476","Application Data"
"106","4.736071","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"107","4.800868","2a01:111:f100:7000::6fdd:50c4","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","74","443  >  49503 [ACK] Seq=22664 Ack=403 Win=2048 Len=0"
"108","4.832706","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"109","4.854805","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"110","4.876054","52.112.89.131","192.168.43.56","UDP","141","3480  >  50037 Len=99"
"111","5.008908","192.168.43.56","52.112.89.131","UDP","141","50037  >  3480 Len=99"
"112","5.015690","192.168.43.56","52.112.89.131","UDP","158","50001  >  3479 Len=116"
"113","5.052587","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"114","5.185795","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"115","5.192606","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"116","5.253856","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50001"
"117","5.284233","192.168.43.56","52.112.89.131","UDP","158","50037  >  3480 Len=116"
"118","5.284401","192.168.43.56","52.112.89.131","UDP","158","50049  >  3481 Len=116"
"119","5.284514","192.168.43.56","52.112.89.131","UDP","158","50057  >  3481 Len=116"
"120","5.308977","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"121","5.415916","52.111.244.0","192.168.43.56","TLSv1.2","105","Application Data"
"122","5.436976","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"123","5.468977","192.168.43.56","52.111.244.0","TCP","54","49482  >  443 [ACK] Seq=1 Ack=52 Win=255 Len=0"
"124","5.492403","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50057"
"125","5.492403","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50049"
"126","5.496055","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50037"
"127","5.654109","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"128","5.829291","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"129","6.006585","192.168.43.56","52.112.89.131","UDP","141","50049  >  3481 Len=99"
"130","6.075286","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"131","6.314192","192.168.43.56","52.112.89.131","UDP","158","50001  >  3479 Len=116"
"132","6.374272","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"133","6.384939","52.112.89.131","192.168.43.56","UDP","129","3481  >  50057 Len=87"
"134","6.413914","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"135","6.432380","2405:200:160b:1731::172d:2f69","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TLSv1.2","105","Encrypted Alert"
"136","6.432380","2405:200:160b:1731::172d:2f69","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","TCP","74","443  >  61647 [FIN, ACK] Seq=32 Ack=1 Win=242 Len=0"
"137","6.432718","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2405:200:160b:1731::172d:2f69","TCP","74","61647  >  443 [ACK] Seq=1 Ack=33 Win=1021 Len=0"
"138","6.532714","192.168.43.56","52.112.89.131","UDP","158","50037  >  3480 Len=116"
"139","6.533059","192.168.43.56","52.112.89.131","UDP","158","50049  >  3481 Len=116"
"140","6.533343","192.168.43.56","52.112.89.131","UDP","158","50057  >  3481 Len=116"
"141","6.561536","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50001"
"142","6.584342","192.168.43.56","52.112.89.131","UDP","141","50057  >  3481 Len=99"
"143","6.861245","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50057"
"144","6.861245","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50049"
"145","6.861634","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50037"
"146","6.951127","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","2404:6800:4009:80c::2004","ICMPv6","94","Echo (ping) request id=0x0001, seq=70, hop limit=128 (reply in 148)"
"147","6.993570","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"148","7.030848","2404:6800:4009:80c::2004","2409:4042:e81:25c5:117c:5fb9:e6be:ac0d","ICMPv6","94","Echo (ping) reply id=0x0001, seq=70, hop limit=117 (request in 146)"
"149","7.134200","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"150","7.134200","52.112.89.131","192.168.43.56","UDP","117","3480  >  50037 Len=75"
"151","7.579876","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"152","7.606881","192.168.43.56","52.112.89.131","UDP","158","50001  >  3479 Len=116"
"153","7.628991","192.168.43.56","52.112.89.131","UDP","93","50057  >  3481 Len=51"
"154","7.629207","192.168.43.56","52.112.89.131","UDP","1269","50057  >  3481 Len=1227"
"155","7.629323","192.168.43.56","52.112.89.131","UDP","1269","50057  >  3481 Len=1227"
"156","7.689542","192.168.43.56","52.112.89.131","UDP","145","50037  >  3480 Len=103"
"157","7.787404","192.168.43.56","52.112.89.131","UDP","141","50037  >  3480 Len=99"
"158","7.815145","52.112.89.131","192.168.43.56","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.35.218.94:50001"
